iter	Passed	Remaining
611	50387	114277
612	50457	114167
613	50524	114049
614	50585	113920
615	50656	113811
616	50720	113689
617	50784	113566
618	50847	113441
619	50926	113352
620	50995	113241
621	51057	113115
622	51126	113004
623	51194	112889
624	51264	112781
625	51329	112662
626	51394	112543
627	51467	112442
628	51536	112330
629	51602	112215
630	51675	112114
631	51752	112020
632	51821	111911
633	51887	111794
634	51958	111690
635	52024	111574
636	52090	111458
637	52165	111362
638	52228	111240
639	52293	111123
640	52360	111009
641	52444	110934
642	52547	110897
643	52612	110780
644	52689	110688
645	52751	110565
646	52818	110453
647	52885	110340
648	52954	110233
649	53019	110117
650	53084	110000
651	53149	109886
652	53216	109774
653	53283	109663
654	53348	109546
655	53409	109424
656	53473	109306
657	53532	109179
658	53597	109065
659	53669	108965
660	53731	108845
661	53797	108732
662	53863	108619
663	53938	108526
664	54005	108417
665	54069	108302
666	54137	108194
667	54210	108096
668	54278	107988
669	54343	107875
670	54412	107771
671	54487	107678
672	54550	107560
673	54618	107454
674	54685	107346
675	54791	107314
676	54868	107224
677	54940	107126
678	55017	107036
679	55086	106932
680	55154	106827
681	55220	106716
682	55280	106595
683	55339	106470
684	55412	106375
685	55482	106274
686	55550	106168
687	55612	106052
688	55679	105944
689	55741	105828
690	55812	105729
691	55880	105623
692	55944	105512
693	56012	105406
694	56076	105295
695	56142	105185
696	56208	105077
697	56277	104976
698	56345	104872
699	56406	104755
700	56472	104647
701	56541	104546
702	56612	104447
703	56673	104331
704	56738	104222
705	56807	104120
706	56876	104018
707	56954	103933
708	57059	103898
709	57142	103822
710	57211	103720
711	57276	103612
712	57340	103502
713	57408	103399
714	57478	103300
715	57547	103199
716	57614	103095
717	57680	102989
718	57741	102874
719	57809	102772
720	57876	102668
721	57943	102565
722	58009	102458
723	58077	102357
724	58139	102245
725	58208	102145
726	58274	102040
727	58343	101941
728	58408	101833
729	58472	101726
730	58535	101616
731	58606	101520
732	58668	101408
733	58733	101303
734	58799	101199
735	58868	101100
736	58928	100985
737	58988	100872
738	59065	100786
739	59130	100682
740	59196	100577
741	59270	100487
742	59372	100446
743	59450	100363
744	59515	100257
745	59582	100156
746	59647	100051
747	59716	99953
748	59783	99851
749	59856	99760
750	59920	99655
751	59990	99559
752	60052	99449
753	60233	99537
754	60301	99437
755	60362	99327
756	60424	99218
757	60495	99123
758	60561	99020
759	60627	98918
760	60706	98837
761	60776	98742
762	60844	98642
763	60905	98532
764	60971	98431
765	61040	98334
766	61108	98235
767	61173	98132
768	61245	98039
769	61314	97943
770	61377	97838
771	61439	97729
772	61517	97647
773	61613	97594
774	61704	97532
775	61772	97434
776	61845	97345
777	61912	97245
778	61985	97156
779	62049	97052
780	62115	96951
781	62184	96855
782	62249	96753
783	62322	96663
784	62387	96561
785	62451	96457
786	62514	96353
787	62579	96251
788	62644	96150
789	62706	96044
790	62774	95948
791	62845	95854
792	62908	95751
793	62973	95649
794	63040	95551
795	63104	95449
796	63174	95356
797	63243	95260
798	63305	95155
799	63372	95058
800	63438	94959
801	63501	94856
802	63570	94761
803	63634	94660
804	63702	94563
805	63770	94468
806	63840	94376
807	63946	94337
808	64032	94267
809	64094	94164
810	64164	94070
811	64231	93973
812	64297	93875
813	64365	93781
814	64448	93707
815	64514	93609
816	64580	93511
817	64647	93414
818	64715	93320
819	64779	93219
820	64849	93127
821	64915	93029
822	64985	92937
823	65046	92833
824	65113	92737
825	65176	92635
826	65249	92547
827	65315	92451
828	65384	92358
829	65443	92251
830	65511	92158
831	65574	92056
832	65644	91964
833	65711	91870
834	65779	91776
835	65849	91685
836	65914	91587
837	65981	91492
838	66055	91406
839	66121	91311
840	66221	91261
841	66301	91183
842	66381	91106
843	66462	91030
844	66529	90936
845	66598	90844
846	66658	90740
847	66728	90650
848	66793	90553
849	66861	90459
850	66928	90364
851	66993	90268
852	67059	90172
853	67128	90080
854	67196	89987
855	67261	89891
856	67327	89796
857	67391	89697
858	67459	89606
859	67532	89519
860	67599	89425
861	67660	89325
862	67728	89232
863	67847	89207
864	67937	89142
865	68005	89051
866	68068	88952
867	68134	88857
868	68195	88755
869	68254	88652
870	68327	88567
871	68392	88470
872	68485	88410
873	68622	88407
874	68695	88323
875	68778	88250
876	68864	88181
877	68940	88099
878	69018	88020
879	69110	87959
880	69177	87865
881	69243	87771
882	69306	87673
883	69414	87631
884	69491	87551
885	69558	87457
886	69625	87365
887	69692	87273
888	69779	87204
889	69879	87153
890	69946	87060
891	70012	86966
892	70074	86867
893	70145	86779
894	70231	86710
895	70321	86645
896	70386	86551
897	70452	86457
898	70521	86367
899	70589	86275
900	70655	86182
901	70776	86156
902	70873	86099
903	70943	86010
904	71013	85921
905	71084	85834
906	71154	85746
907	71244	85681
908	71327	85608
909	71401	85524
910	71466	85430
911	71537	85343
912	71607	85254
913	71682	85172
914	71760	85093
915	71868	85049
916	71936	84958
917	72000	84863
918	72066	84770
919	72132	84677
920	72203	84590
921	72268	84496
922	72350	84421
923	72435	84351
924	72513	84272
925	72580	84181
926	72646	84088
927	72717	84000
928	72784	83910
929	72849	83815
930	72917	83725
931	72991	83642
932	73142	83647
933	73233	83583
934	73325	83521
935	73403	83441
936	73475	83355
937	73570	83296
938	73659	83229
939	73761	83177
940	73874	83138
941	73950	83057
942	74083	83039
943	74158	82957
944	74250	82893
945	74363	82853
946	74449	82783
947	74520	82696
948	74609	82628
949	74688	82550
950	74781	82487
951	74869	82419
952	74947	82339
953	75037	82274
954	75121	82201
955	75214	82138
956	75295	82062
957	75414	82027
958	75529	81987
959	75590	81890
960	75676	81818
961	75765	81751
962	75839	81667
963	75937	81608
964	76015	81529
965	76080	81436
966	76158	81356
967	76254	81295
968	76347	81232
969	76443	81171
970	76518	81088
971	76583	80995
972	76653	80907
973	76739	80836
974	76838	80779
975	76918	80700
976	77016	80642
977	77106	80575
978	77180	80491
979	77247	80400
980	77311	80306
981	77381	80218
982	77476	80156
983	77584	80107
984	77746	80114
985	77879	80090
986	77988	80042
987	78104	80001
988	78174	79913
989	78246	79827
990	78377	79801
991	78471	79737
992	78555	79662
993	78646	79596
994	78753	79545
995	78840	79473
996	78917	79392
997	78984	79300
998	79053	79211
999	79140	79140
1000	79232	79074
1001	79296	78979
1002	79355	78881
1003	79436	78803
1004	79529	78738
1005	79601	78652
1006	79660	78553
1007	79726	78460
1008	79790	78367
1009	79876	78295
1010	79981	78240
1011	80088	78188
1012	80165	78107
1013	80232	78016
1014	80328	77953
1015	80412	77880
1016	80479	77789
1017	80549	77700
1018	80728	77717
1019	80822	77653
1020	80901	77573
1021	80969	77483
1022	81036	77392
1023	81104	77303
1024	81169	77209
1025	81238	77121
1026	81306	77031
1027	81399	76965
1028	81481	76888
1029	81543	76793
1030	81612	76704
1031	81681	76615
1032	81748	76525
1033	81814	76433
1034	81884	76345
1035	81974	76277
1036	82059	76203
1037	82118	76106
1038	82181	76011
1039	82244	75918
1040	82349	75863
1041	82431	75786
1042	82501	75699
1043	82588	75627
1044	82683	75562
1045	82746	75468
1046	82812	75377
1047	82879	75287
1048	82943	75194
1049	83004	75099
1050	83067	75005
1051	83128	74910
1052	83197	74822
1053	83317	74779
1054	83402	74706
1055	83467	74614
1056	83536	74526
1057	83601	74435
1058	83671	74347
1059	83735	74255
1060	83804	74168
1061	83877	74083
1062	83957	74005
1063	84032	73923
1064	84112	73845
1065	84184	73760
1066	84261	73679
1067	84329	73590
1068	84393	73498
1069	84455	73405
1070	84525	73318
1071	84608	73242
1072	84703	73178
1073	84777	73094
1074	84840	73002
1075	84914	72918
1076	84975	72825
1077	85040	72734
1078	85102	72640
1079	85166	72549
1080	85233	72459
1081	85305	72375
1082	85385	72297
1083	85447	72204
1084	85510	72112
1085	85578	72024
1086	85643	71933
1087	85709	71844
1088	85778	71757
1089	85846	71670
1090	85914	71582
1091	85977	71490
1092	86038	71396
1093	86108	71311
1094	86179	71226
1095	86240	71133
1096	86302	71040
1097	86376	70957
1098	86440	70867
1099	86504	70776
1100	86570	70687
1101	86637	70599
1102	86706	70512
1103	86774	70425
1104	86838	70335
1105	86944	70278
1106	87028	70204
1107	87092	70114
1108	87165	70031
1109	87237	69947
1110	87303	69858
1111	87374	69773
1112	87439	69684
1113	87501	69592
1114	87565	69502
1115	87632	69415
1116	87699	69327
1117	87772	69244
1118	87840	69157
1119	87904	69067
1120	87971	68980
1121	88033	68889
1122	88109	68808
1123	88173	68718
1124	88245	68635
1125	88312	68547
1126	88373	68456
1127	88449	68375
1128	88517	68289
1129	88588	68205
1130	88655	68118
1131	88716	68026
1132	88779	67936
1133	88842	67845
1134	88906	67756
1135	88967	67665
1136	89035	67579
1137	89100	67491
1138	89173	67408
1139	89281	67352
1140	89358	67273
1141	89424	67186
1142	89500	67105
1143	89570	67020
1144	89635	66932
1145	89701	66845
1146	89771	66761
1147	89846	66680
1148	89909	66590
1149	89976	66504
1150	90041	66416
1151	90103	66326
1152	90170	66239
1153	90240	66155
1154	90303	66066
1155	90368	65978
1156	90435	65892
1157	90506	65808
1158	90571	65720
1159	90637	65633
1160	90706	65549
1161	90776	65465
1162	90840	65376
1163	90902	65287
1164	90965	65198
1165	91033	65113
1166	91093	65022
1167	91158	64934
1168	91222	64847
1169	91287	64759
1170	91351	64671
1171	91412	64581
1172	91509	64516
1173	91601	64448
1174	91667	64362
1175	91738	64279
1176	91803	64192
1177	91871	64107
1178	91942	64024
1179	92009	63938
1180	92074	63851
1181	92142	63767
1182	92216	63686
1183	92280	63599
1184	92343	63510
1185	92413	63427
1186	92475	63338
1187	92542	63253
1188	92609	63167
1189	92680	63085
1190	92744	62997
1191	92811	62912
1192	92873	62824
1193	92936	62735
1194	93003	62650
1195	93072	62566
1196	93145	62486
1197	93215	62403
1198	93281	62317
1199	93353	62235
1200	93422	62152
1201	93494	62070
1202	93561	61985
1203	93633	61903
1204	93695	61815
1205	93792	61750
1206	93887	61684
1207	93953	61598
1208	94022	61515
1209	94087	61428
1210	94155	61345
1211	94215	61255
1212	94272	61164
1213	94338	61079
1214	94406	60995
1215	94480	60914
1216	94546	60829
1217	94609	60742
1218	94674	60657
1219	94737	60569
1220	94810	60488
1221	94875	60403
1222	94937	60316
1223	95001	60229
1224	95064	60142
1225	95133	60059
1226	95200	59975
1227	95263	59888
1228	95324	59800
1229	95395	59719
1230	95461	59634
1231	95527	59549
1232	95594	59465
1233	95662	59381
1234	95725	59295
1235	95794	59212
1236	95857	59126
1237	95924	59042
1238	95989	58957
1239	96091	58895
1240	96177	58822
1241	96245	58739
1242	96320	58660
1243	96388	58577
1244	96454	58492
1245	96520	58408
1246	96583	58321
1247	96650	58238
1248	96712	58151
1249	96780	58068
1250	96844	57982
1251	96909	57897
1252	96968	57809
1253	97029	57722
1254	97094	57637
1255	97159	57553
1256	97226	57469
1257	97292	57385
1258	97359	57302
1259	97429	57220
1260	97495	57136
1261	97560	57052
1262	97627	56968
1263	97692	56884
1264	97758	56800
1265	97825	56717
1266	97888	56631
1267	97956	56548
1268	98025	56466
1269	98088	56381
1270	98148	56294
1271	98218	56213
1272	98284	56129
1273	98377	56061
1274	98468	55991
1275	98528	55905
1276	98604	55826
1277	98690	55754
1278	98753	55669
1279	98820	55586
1280	98887	55503
1281	98953	55419
1282	99015	55334
1283	99079	55249
1284	99143	55165
1285	99210	55082
1286	99277	54999
1287	99342	54916
1288	99409	54833
1289	99470	54747
1290	99539	54665
1291	99611	54586
1292	99673	54500
1293	99743	54419
1294	99806	54334
1295	99875	54253
1296	99939	54169
1297	100004	54085
1298	100067	54001
1299	100136	53919
1300	100199	53834
1301	100267	53753
1302	100328	53667
1303	100392	53583
1304	100457	53500
1305	100523	53417
1306	100590	53335
1307	100696	53273
1308	100780	53200
1309	100844	53116
1310	100914	53036
1311	100989	52957
1312	101169	52934
1313	101235	52852
1314	101300	52768
1315	101367	52686
1316	101434	52604
1317	101499	52520
1318	101561	52436
1319	101635	52357
1320	101703	52275
1321	101763	52190
1322	101831	52108
1323	101894	52024
1324	101959	51941
1325	102026	51859
1326	102084	51772
1327	102149	51689
1328	102209	51604
1329	102288	51528
1330	102351	51444
1331	102409	51358
1332	102475	51276
1333	102544	51195
1334	102610	51113
1335	102676	51030
1336	102736	50945
1337	102803	50863
1338	102870	50782
1339	102971	50717
1340	103055	50643
1341	103121	50561
1342	103188	50480
1343	103253	50397
1344	103317	50314
1345	103385	50233
1346	103449	50150
1347	103517	50069
1348	103585	49988
1349	103654	49907
1350	103721	49826
1351	103786	49743
1352	103853	49662
1353	103925	49583
1354	103996	49503
1355	104063	49422
1356	104128	49340
1357	104191	49257
1358	104257	49175
1359	104335	49098
1360	104400	49017
1361	104465	48934
1362	104529	48852
1363	104600	48772
1364	104661	48688
1365	104733	48609
1366	104799	48528
1367	104861	48444
1368	104929	48364
1369	104993	48281
1370	105059	48200
1371	105126	48119
1372	105222	48051
1373	105312	47980
1374	105382	47900
1375	105446	47818
1376	105515	47738
1377	105580	47656
1378	105651	47577
1379	105717	47496
1380	105779	47413
1381	105845	47331
1382	105908	47248
1383	105973	47167
1384	106035	47084
1385	106101	47003
1386	106167	46921
1387	106234	46840
1388	106297	46758
1389	106364	46677
1390	106430	46596
1391	106494	46514
1392	106565	46435
1393	106627	46352
1394	106698	46274
1395	106779	46199
1396	106845	46118
1397	106917	46040
1398	106976	45956
1399	107040	45874
1400	107110	45795
1401	107183	45717
1402	107251	45637
1403	107312	45554
1404	107374	45471
1405	107449	45394
1406	107555	45330
1407	107631	45254
1408	107699	45174
1409	107767	45094
1410	107831	45012
1411	107896	44931
1412	107960	44849
1413	108028	44769
1414	108087	44686
1415	108149	44604
1416	108221	44525
1417	108284	44443
1418	108350	44363
1419	108421	44284
1420	108487	44204
1421	108555	44124
1422	108621	44043
1423	108698	43967
1424	108764	43887
1425	108833	43808
1426	108902	43729
1427	108970	43649
1428	109039	43569
1429	109108	43490
1430	109177	43411
1431	109244	43331
1432	109303	43248
1433	109377	43171
1434	109447	43092
1435	109509	43010
1436	109583	42933
1437	109649	42853
1438	109717	42773
1439	109828	42711
1440	109917	42639
1441	109985	42560
1442	110061	42483
1443	110123	42402
1444	110194	42324
1445	110264	42244
1446	110328	42164
1447	110395	42084
1448	110469	42007
1449	110532	41926
1450	110596	41845
1451	110662	41765
1452	110728	41684
1453	110792	41604
1454	110863	41526
1455	110926	41445
1456	110997	41366
1457	111060	41285
1458	111126	41205
1459	111188	41124
1460	111259	41046
1461	111321	40965
1462	111383	40883
1463	111454	40805
1464	111530	40729
1465	111599	40650
1466	111671	40573
1467	111737	40493
1468	111809	40415
1469	111881	40338
1470	111951	40259
1471	112022	40181
1472	112130	40117
1473	112201	40039
1474	112264	39958
1475	112330	39878
1476	112397	39799
1477	112467	39721
1478	112527	39639
1479	112596	39561
1480	112662	39481
1481	112728	39401
1482	112792	39321
1483	112865	39244
1484	112931	39164
1485	112998	39085
1486	113066	39006
1487	113131	38927
1488	113204	38849
1489	113271	38770
1490	113339	38692
1491	113404	38612
1492	113473	38533
1493	113538	38453
1494	113601	38373
1495	113667	38294
1496	113730	38213
1497	113792	38133
1498	113857	38053
1499	113923	37974
1500	113990	37895
1501	114057	37816
1502	114126	37738
1503	114188	37657
1504	114254	37578
1505	114333	37503
1506	114427	37433
1507	114505	37358
1508	114569	37278
1509	114634	37199
1510	114695	37118
1511	114765	37040
1512	114830	36961
1513	114898	36882
1514	114960	36802
1515	115029	36724
1516	115098	36646
1517	115164	36567
1518	115231	36488
1519	115296	36409
1520	115367	36331
1521	115431	36252
1522	115499	36174
1523	115567	36095
1524	115633	36017
1525	115696	35937
1526	115769	35860
1527	115838	35782
1528	115899	35702
1529	115962	35622
1530	116025	35542
1531	116090	35463
1532	116159	35385
1533	116226	35307
1534	116289	35227
1535	116355	35149
1536	116416	35068
1537	116478	34989
1538	116547	34911
1539	116635	34839
1540	116743	34772
1541	116814	34695
1542	116877	34616
1543	116943	34537
1544	117013	34460
1545	117076	34380
1546	117147	34303
1547	117213	34225
1548	117279	34146
1549	117342	34067
1550	117408	33988
1551	117475	33910
1552	117544	33832
1553	117609	33753
1554	117678	33676
1555	117745	33598
1556	117807	33518
1557	117876	33441
1558	117938	33361
1559	118004	33283
1560	118072	33205
1561	118137	33126
1562	118204	33048
1563	118271	32970
1564	118335	32891
1565	118402	32813
1566	118469	32736
1567	118537	32658
1568	118599	32578
1569	118666	32501
1570	118735	32423
1571	118806	32346
1572	118869	32267
1573	118966	32198
1574	119053	32125
1575	119116	32046
1576	119190	31970
1577	119255	31892
1578	119319	31813
1579	119386	31735
1580	119450	31657
1581	119519	31579
1582	119582	31500
1583	119644	31421
1584	119710	31343
1585	119776	31265
1586	119836	31186
1587	119901	31107
1588	119965	31029
1589	120027	30950
1590	120088	30871
1591	120150	30792
1592	120329	30743
1593	120394	30665
1594	120462	30587
1595	120523	30508
1596	120593	30431
1597	120660	30353
1598	120733	30277
1599	120795	30198
1600	120863	30121
1601	120922	30041
1602	120983	29962
1603	121050	29885
1604	121117	29807
1605	121186	29730
1606	121287	29661
1607	121373	29588
1608	121438	29510
1609	121502	29432
1610	121590	29359
1611	121660	29283
1612	121725	29204
1613	121789	29126
1614	121862	29050
1615	121935	28974
1616	122001	28897
1617	122063	28818
1618	122128	28740
1619	122190	28661
1620	122252	28583
1621	122314	28504
1622	122386	28428
1623	122453	28351
1624	122525	28275
1625	122590	28197
1626	122657	28119
1627	122716	28040
1628	122785	27964
1629	122856	27887
1630	122924	27810
1631	122984	27731
1632	123047	27653
1633	123108	27575
1634	123175	27497
1635	123238	27419
1636	123303	27342
1637	123366	27264
1638	123435	27187
1639	123540	27118
1640	123624	27045
1641	123687	26967
1642	123758	26890
1643	123821	26813
1644	123887	26735
1645	123959	26659
1646	124033	26583
1647	124096	26506
1648	124161	26428
1649	124228	26351
1650	124288	26272
1651	124353	26195
1652	124421	26118
1653	124484	26040
1654	124551	25963
1655	124618	25886
1656	124689	25810
1657	124757	25733
1658	124823	25656
1659	124893	25580
1660	124961	25503
1661	125028	25426
1662	125097	25350
1663	125159	25272
