iter	Logloss
302	0.2336402212
303	0.2335711059
304	0.2334981995
305	0.2332505275
306	0.2331826286
307	0.2331124726
308	0.2330355714
309	0.2329756203
310	0.2327859651
311	0.2327034425
312	0.232523748
313	0.2322910596
314	0.2322265828
315	0.2321704981
316	0.2320989779
317	0.2320391286
318	0.2319453456
319	0.2318026101
320	0.2317073595
321	0.2316459229
322	0.2315963149
323	0.2315511755
324	0.2315033668
325	0.2314320735
326	0.2313813999
327	0.231330858
328	0.2312470758
329	0.2311769443
330	0.231130079
331	0.2310668477
332	0.2309924321
333	0.2309318095
334	0.2308734379
335	0.2308025396
336	0.230744244
337	0.2306690972
338	0.2306099323
339	0.2305288277
340	0.2304545653
341	0.2303952132
342	0.2303505261
343	0.230294877
344	0.2302453678
345	0.2301773843
346	0.2301308486
347	0.2300878823
348	0.2300232696
349	0.2299681251
350	0.2299090454
351	0.2298371965
352	0.2297844033
353	0.2297113739
354	0.2296544319
355	0.2295674154
356	0.2295222685
357	0.2293945037
358	0.2293220889
359	0.2292501737
360	0.2291666083
361	0.2291156061
362	0.2289929355
363	0.228939445
364	0.2288772313
365	0.2288434577
366	0.2288031112
367	0.2287408616
368	0.2286768921
369	0.2286255944
370	0.2284575284
371	0.2283962349
372	0.2283330222
373	0.2282715027
374	0.2282153285
375	0.2280951533
376	0.2280529489
377	0.2279923936
378	0.2279172696
379	0.2278638207
380	0.2276977965
381	0.2276340458
382	0.2275905349
383	0.2275435311
384	0.2274819685
385	0.2274423193
386	0.2273736248
387	0.2273257808
388	0.2272360535
389	0.227182132
390	0.2271272835
391	0.2269953341
392	0.2269514766
393	0.2269135509
394	0.226858928
395	0.2268166809
396	0.2267720756
397	0.2267125036
398	0.2266458088
399	0.2266014846
400	0.2265439084
401	0.2264925021
402	0.2264390819
403	0.2262935583
404	0.2262300916
405	0.2261799667
406	0.2260759022
407	0.2254270599
408	0.2252694802
409	0.2248739791
410	0.2247165039
411	0.2245592368
412	0.2245157685
413	0.2244725896
414	0.2244266027
415	0.224369987
416	0.2243198821
417	0.2242738555
418	0.2242247719
419	0.2241822193
420	0.2240445251
421	0.2239896545
422	0.2239418514
423	0.2238840751
424	0.2238412638
425	0.2237853046
426	0.2237311029
427	0.2236798001
428	0.2236226598
429	0.2235886955
430	0.2235486435
431	0.2234240436
432	0.2233589507
433	0.2231150105
434	0.2229627201
435	0.2227157066
436	0.2226577186
437	0.222611818
438	0.2225618421
439	0.2224112085
440	0.2223615803
441	0.222312961
442	0.2222534287
443	0.2222042944
444	0.2221688555
445	0.2221279803
446	0.222081431
447	0.2219638418
448	0.221909083
449	0.2218518991
450	0.2217726481
451	0.2216736077
452	0.2216177521
453	0.2215731305
454	0.2215105317
455	0.2214429829
456	0.2213733435
457	0.221231463
458	0.2211874257
459	0.2211274023
460	0.2210623491
461	0.2210305893
462	0.2209122928
463	0.2208663521
464	0.2208209271
465	0.2207708131
466	0.2207239278
467	0.2206366338
468	0.2205932544
469	0.2205309988
470	0.2205020919
471	0.2204659999
472	0.2203329531
473	0.220286048
474	0.2202578003
475	0.2202053938
476	0.2201504952
477	0.2200963356
478	0.2200538618
479	0.2200029625
480	0.2199301087
481	0.2198635587
482	0.219825236
483	0.2198000423
484	0.2197695162
485	0.21968418
486	0.2196458214
487	0.2196011222
488	0.2195715628
489	0.2195191694
490	0.2194616054
491	0.2194189486
492	0.2193805478
493	0.2193363992
494	0.2192993526
495	0.2192583219
496	0.2191990124
497	0.2191623073
498	0.2191255141
499	0.2190828011
500	0.219025451
501	0.2189867866
502	0.2189540539
503	0.2189034622
504	0.2188784878
505	0.2188182882
506	0.2187465948
507	0.2186989641
508	0.2186415826
509	0.218594819
510	0.2185452977
511	0.2184995022
512	0.2184514341
513	0.2184220384
514	0.2183653987
515	0.2183071424
516	0.2182582188
517	0.2181665794
518	0.2181188957
519	0.2180838983
520	0.2180451902
521	0.2179773654
522	0.2179341263
523	0.2178863683
524	0.2178431356
525	0.2178133432
526	0.217771523
527	0.2177249544
528	0.2176752953
529	0.2176388631
530	0.2175379137
531	0.2174753552
532	0.2173874755
533	0.2173444459
534	0.2172782067
535	0.2172467296
536	0.2171936594
537	0.2170928885
538	0.2170332797
539	0.2169779721
540	0.2168789922
541	0.2168510505
542	0.2168191327
543	0.2167461174
544	0.2167163815
545	0.2166705942
546	0.2165864234
547	0.2165583144
548	0.2165221765
549	0.216476018
550	0.2164273324
551	0.2163696521
552	0.2163265183
553	0.2162926582
554	0.2162581031
555	0.2161964371
556	0.2161598644
557	0.2161129262
558	0.2160809099
559	0.2160334173
560	0.2159807142
561	0.215941788
562	0.2159119212
563	0.2158671316
564	0.215838762
565	0.2157951015
566	0.2157551368
567	0.2154884834
568	0.2154572911
569	0.2154288365
570	0.2154007081
571	0.2153578434
572	0.2153128873
573	0.2152673444
574	0.2152274456
575	0.2151810127
576	0.2151280433
577	0.2150883996
578	0.215041234
579	0.2150047601
580	0.2149655452
581	0.2149211892
582	0.2148938575
583	0.2148653081
584	0.2148158671
585	0.2147884823
586	0.2147510708
587	0.2146962482
588	0.2146570043
589	0.2146240594
590	0.2145923132
591	0.2145629376
592	0.2145333964
593	0.2144955005
594	0.2144594033
595	0.2144233081
596	0.2143954758
597	0.21435512
598	0.2142969877
599	0.2142435359
600	0.2141898048
601	0.214167447
602	0.2141347352
603	0.2140952998
604	0.2140602173
605	0.2139651002
606	0.2139166621
607	0.2138771238
608	0.2138334227
609	0.2138006697
610	0.2137434001
611	0.2137112938
612	0.2136765854
613	0.2136371025
614	0.2136037236
615	0.2135590506
616	0.213512938
617	0.2134801165
618	0.2134509431
619	0.2133609801
620	0.21332565
621	0.2132937432
622	0.2132446229
623	0.2132105086
624	0.213165991
625	0.213125852
626	0.2130806142
627	0.2130534546
628	0.2128506494
629	0.2128285087
630	0.2127898745
631	0.2127452845
632	0.2125858997
633	0.2125484382
634	0.2125150076
635	0.2124783736
636	0.2124421169
637	0.2123576636
638	0.212332345
639	0.2122608875
640	0.2122242951
641	0.2121878499
642	0.212156976
643	0.2121312564
644	0.212090737
645	0.2120602588
646	0.2120227948
647	0.2119838194
648	0.211963292
649	0.2119328026
650	0.2118971115
651	0.2118528999
652	0.2118153205
653	0.2117660439
654	0.2117378921
655	0.2117042058
656	0.2116745338
657	0.2116529823
658	0.2116223522
659	0.2115749082
660	0.211551152
661	0.2115130545
662	0.2114837583
663	0.2114591329
664	0.2114188029
665	0.2113845467
666	0.2113504889
667	0.2113158976
668	0.2112599818
669	0.2112279177
670	0.2111945894
671	0.2111567853
672	0.2111295495
673	0.2110906107
674	0.2110479392
675	0.2110029841
676	0.2109658766
677	0.2109310411
678	0.2108922832
679	0.2108475102
680	0.2108073517
681	0.2107716772
682	0.2107281806
683	0.210693677
684	0.2106509849
685	0.2106029651
686	0.2105773417
687	0.2105421867
688	0.2105050192
689	0.2104756212
690	0.2104341351
691	0.2104048217
692	0.2103716267
693	0.2103259644
694	0.2102875295
695	0.2102522201
696	0.2102142159
697	0.2101855432
698	0.2101466088
699	0.2101132941
700	0.2100798808
701	0.2100490317
702	0.2100066874
703	0.2099808506
704	0.2099504236
705	0.2099135617
706	0.2098809564
707	0.2098466408
708	0.2098022149
709	0.2097523097
710	0.2097169084
711	0.2096838433
712	0.2096421877
713	0.2096057931
714	0.2095802013
715	0.2095213875
716	0.2094841011
717	0.2093831943
718	0.209349686
719	0.2093229644
720	0.2092975827
721	0.2092685532
722	0.2092299605
723	0.2091984626
724	0.2091649426
725	0.2091261264
726	0.2090926645
727	0.2090565489
728	0.2090248706
729	0.2089828141
730	0.2089487645
731	0.2089102155
732	0.208883312
733	0.208856047
734	0.2088205398
735	0.208788812
736	0.208745555
737	0.2087111808
738	0.2086711087
739	0.2086299967
740	0.2086012859
741	0.2085735115
742	0.2085434992
743	0.2085061282
744	0.2084826453
745	0.2084458595
746	0.2084149775
747	0.2083556437
748	0.2083214412
749	0.2082764213
750	0.208203077
751	0.2081631027
752	0.2081258963
753	0.2080930867
754	0.2080598392
755	0.2080345806
756	0.208004259
757	0.2079680954
758	0.2079389787
759	0.2079015496
760	0.2078457584
761	0.2078156904
762	0.2077830608
763	0.2077515911
764	0.2077172737
765	0.2076848415
766	0.2076507817
767	0.2076168553
768	0.2075841544
769	0.2075427104
770	0.2075150866
771	0.2074788479
772	0.2074500572
773	0.2074180192
774	0.2073625566
775	0.2073288816
776	0.2072785103
777	0.2072526792
778	0.2072193481
779	0.2071910355
780	0.2071636687
781	0.2071362058
782	0.2071075974
783	0.2070725059
784	0.2070430248
785	0.2070056548
786	0.206978886
787	0.2069456698
788	0.206912729
789	0.2068782509
790	0.2068486605
791	0.2068202508
792	0.2067971985
793	0.2067707092
794	0.2067512133
795	0.2067144713
796	0.2066861745
797	0.2066397284
798	0.2066214267
799	0.2065922171
800	0.2065585594
801	0.2065279702
802	0.2065057524
803	0.2064709252
804	0.2063941182
805	0.2063485093
806	0.2063184788
807	0.2062876436
808	0.2062641372
809	0.2062335711
810	0.2061934069
811	0.2061680291
812	0.2061335744
813	0.2061053229
814	0.2060809796
815	0.2060483189
816	0.2060123465
817	0.2059833658
818	0.2059519498
819	0.2059146628
820	0.2058901055
821	0.2058625321
822	0.2058396384
823	0.2058237036
824	0.2057926423
825	0.2057647373
826	0.2057237212
827	0.2056941354
828	0.2056612111
829	0.2056405599
830	0.2056135272
831	0.2055913295
832	0.205544003
833	0.205507686
834	0.2054811536
835	0.2054555247
836	0.2054274455
837	0.2054066272
838	0.2053712311
839	0.2053462601
840	0.2053293232
841	0.2053037101
842	0.2052745704
843	0.2051739134
844	0.2051301819
845	0.2050934532
846	0.2050732772
847	0.2050492721
848	0.2050241219
849	0.2049951108
850	0.2049592601
851	0.2049367702
852	0.2048982179
853	0.2048692116
854	0.2048028417
855	0.2047661189
856	0.2047436846
857	0.2047133134
858	0.2046177982
859	0.2045817242
860	0.2045567825
861	0.2045272715
862	0.2044971085
863	0.2044634476
864	0.2044358343
865	0.2044049884
866	0.204382669
867	0.2043587731
868	0.20433771
869	0.2043176094
870	0.2042796673
871	0.2042551958
872	0.2042334412
873	0.2041524023
874	0.2041285745
875	0.2040948799
876	0.2040706787
877	0.2040479223
878	0.2040233547
879	0.2039931764
880	0.2039694617
881	0.2039428791
882	0.2038817797
883	0.2038462327
884	0.2038051315
885	0.2037830664
886	0.2037462849
887	0.2037230532
888	0.2036702689
889	0.2036372438
890	0.2036020904
891	0.2035687051
892	0.2035500151
893	0.2035275851
894	0.2034986156
895	0.203471252
896	0.2034460769
897	0.2034120842
898	0.2033730113
899	0.2033464686
900	0.2033134729
901	0.2032840376
902	0.2032648549
903	0.2032374548
904	0.2032044732
905	0.2031752173
906	0.2031550592
907	0.2031261955
908	0.2030825663
909	0.2030449131
910	0.2029855774
911	0.2029426779
912	0.2029208258
913	0.2028721319
914	0.2028401392
915	0.2027978694
916	0.2027754926
917	0.2027514173
918	0.2027248789
919	0.2026955828
920	0.2026686616
921	0.2026486345
922	0.2026280704
923	0.2026031934
924	0.202562637
925	0.2025331251
926	0.2025083043
927	0.2024779557
928	0.2024529359
929	0.2024280905
930	0.2024042095
931	0.2023832277
932	0.2023482738
933	0.202317489
934	0.2022905791
935	0.2022557407
936	0.2022361999
937	0.2022011158
938	0.2021662143
939	0.2020969524
940	0.2020615043
941	0.2020334285
942	0.2020148871
943	0.2019983722
944	0.2019814259
945	0.2019270507
946	0.2018981135
947	0.2018701366
948	0.2018448628
949	0.2018198227
950	0.2017857584
951	0.2017587106
952	0.2017298793
953	0.2017061964
954	0.201688952
955	0.2016633966
956	0.2016369281
957	0.2016129566
958	0.2015916592
959	0.2015716784
960	0.2015421493
961	0.2015175666
962	0.2014951079
963	0.2014626303
964	0.201446443
965	0.2014225397
966	0.2013990823
967	0.2013657552
968	0.2011956783
969	0.2011701954
970	0.201146153
971	0.2011178749
972	0.2010771895
973	0.2009962248
974	0.2009650888
975	0.2009392901
976	0.2009080626
977	0.2008825744
978	0.2008509545
979	0.2008198239
980	0.2007922655
981	0.2007750916
982	0.2007528161
983	0.2007357752
984	0.200707469
985	0.2006822497
986	0.2006454248
987	0.2006215168
988	0.2005256115
989	0.2005013072
990	0.2004716649
991	0.2004404349
992	0.2004153884
993	0.2003866189
994	0.2003458903
995	0.2003148682
996	0.2002870132
997	0.2002618647
998	0.2002397845
999	0.2002189485
1000	0.2001910192
1001	0.2001650268
1002	0.2001311406
1003	0.2001080243
1004	0.2000806343
1005	0.2000543544
1006	0.200035842
1007	0.2000176228
1008	0.1999442868
1009	0.1999170412
1010	0.1998784453
1011	0.1998426839
1012	0.1998048084
1013	0.1997868898
1014	0.1997684328
1015	0.1997339227
1016	0.1996994503
1017	0.1996668205
1018	0.1996378757
1019	0.1996084672
1020	0.1995764604
1021	0.1995565702
1022	0.1995387883
1023	0.1995101407
1024	0.1994858024
1025	0.1994559006
1026	0.1994296885
1027	0.1993950172
1028	0.1993720226
1029	0.1993468825
1030	0.1993204008
1031	0.1992962507
1032	0.1992696004
1033	0.1992531985
1034	0.1992249112
1035	0.1991909573
1036	0.1991733579
1037	0.1991566341
1038	0.1991343166
1039	0.1991129081
1040	0.199078975
1041	0.1990606532
1042	0.1990271423
1043	0.1990011027
1044	0.1989640129
1045	0.1989447575
1046	0.1989117192
1047	0.1988851748
1048	0.1988494426
1049	0.1988389606
1050	0.1988152277
1051	0.1987835975
1052	0.1987558542
1053	0.1987287765
1054	0.1986969462
1055	0.1986663749
1056	0.1986335204
1057	0.1986089786
1058	0.1985840441
1059	0.1985489834
1060	0.1985185351
1061	0.1984964527
1062	0.1984613287
1063	0.1983983584
1064	0.1983716123
1065	0.1983507042
1066	0.1983282261
1067	0.1983009645
1068	0.1982455242
1069	0.1982096784
1070	0.1981849934
1071	0.1981674983
1072	0.1981400359
1073	0.1981189064
1074	0.1980886963
1075	0.1980612444
1076	0.1980383914
1077	0.1980101261
1078	0.1979680644
1079	0.1979408458
1080	0.1979098091
1081	0.1978839701
1082	0.1978300113
1083	0.1978017776
1084	0.1977786867
1085	0.1977480251
1086	0.1977176584
1087	0.1976869144
1088	0.1976297335
1089	0.1975871102
1090	0.1975631288
1091	0.1975308009
1092	0.19750293
1093	0.1974084424
1094	0.1973790264
1095	0.1973545177
1096	0.1972942045
1097	0.1972701358
1098	0.1972457841
1099	0.1972185223
1100	0.1971944519
1101	0.1971756667
1102	0.1971598595
1103	0.1971369307
1104	0.1971130023
1105	0.1970900594
1106	0.1970628812
1107	0.1970419986
1108	0.197012496
1109	0.1969830063
1110	0.1969463413
1111	0.1969222142
1112	0.1968987356
1113	0.1968834937
1114	0.1968557278
1115	0.1968316044
1116	0.1968071142
1117	0.1967797276
1118	0.1967562329
1119	0.1967321946
1120	0.1967054735
1121	0.1966847938
1122	0.1966588774
1123	0.1966395034
1124	0.1966146398
1125	0.1965878557
1126	0.1965704434
1127	0.1965407922
1128	0.1965183425
1129	0.1964795281
1130	0.1964560686
1131	0.1964397557
1132	0.1964259192
1133	0.1963950091
1134	0.1963795392
1135	0.1963580598
1136	0.1963328308
1137	0.1963102247
1138	0.196279773
1139	0.1962505378
1140	0.1962276398
1141	0.1962065552
1142	0.1961815419
1143	0.1961556613
1144	0.1961332644
1145	0.1960997623
1146	0.1960761557
1147	0.1960489891
1148	0.1960333125
1149	0.1960080239
1150	0.1959734507
1151	0.1959514934
1152	0.195932268
1153	0.1959098582
1154	0.1958854767
1155	0.1958645795
1156	0.1958443845
1157	0.1958191791
1158	0.195793933
1159	0.195768945
1160	0.1957375082
1161	0.1957067455
1162	0.1956791257
1163	0.1956585647
1164	0.1956326006
1165	0.1956128142
1166	0.1955891934
1167	0.1955631965
1168	0.1955429836
1169	0.1955150563
1170	0.1954842452
1171	0.1954667477
1172	0.1954473103
1173	0.1954235966
1174	0.1953910844
1175	0.1953646635
1176	0.1953425207
1177	0.1953159975
1178	0.1952612436
1179	0.1952419546
1180	0.1952118214
1181	0.1951820913
1182	0.1951510173
1183	0.1951199704
1184	0.1950987647
1185	0.1950783484
1186	0.1950603572
1187	0.1950329291
1188	0.1950085204
1189	0.1949834782
1190	0.1949608207
1191	0.1949377665
1192	0.1949208646
1193	0.1949054204
1194	0.1948741774
1195	0.1948455238
1196	0.1948192392
1197	0.1947975719
1198	0.194766227
1199	0.1947406643
1200	0.1947121587
1201	0.1946887231
1202	0.1946657419
1203	0.194641174
1204	0.1946218327
1205	0.1945961947
1206	0.1945666538
1207	0.1945426129
1208	0.1945102907
1209	0.194483855
1210	0.1944460013
1211	0.194429773
1212	0.1944130991
1213	0.1943753868
1214	0.1943560231
1215	0.1943285872
1216	0.194302916
1217	0.1942734186
1218	0.1942478751
1219	0.1942308276
1220	0.1942022802
1221	0.194183408
1222	0.1941564238
1223	0.194124371
1224	0.1941018441
1225	0.1940813241
1226	0.1940630669
1227	0.194047593
1228	0.1940341649
1229	0.1940100055
1230	0.1939730723
1231	0.1939531525
1232	0.1939252786
1233	0.1939016311
1234	0.193878535
1235	0.1938516405
1236	0.1938267437
1237	0.1937996777
1238	0.193777536
1239	0.1937570659
1240	0.1937388708
1241	0.193708168
1242	0.1936788992
1243	0.193649639
1244	0.1936352878
1245	0.1936055469
1246	0.1935920277
1247	0.1935778023
1248	0.1935633025
1249	0.1935383709
1250	0.1935103297
1251	0.1934774438
1252	0.193464984
1253	0.1934440646
1254	0.1934174888
1255	0.1933830612
1256	0.1933529801
1257	0.19331853
1258	0.1932965968
1259	0.1932664919
1260	0.1932397028
1261	0.193217621
1262	0.1931898634
1263	0.1931615366
1264	0.1931396719
1265	0.1931137737
1266	0.193090454
1267	0.1930638601
1268	0.1930303931
1269	0.1930080776
1270	0.1929958404
1271	0.1929695757
1272	0.1929425431
1273	0.1929270543
1274	0.192906861
1275	0.1928886728
1276	0.1928721325
1277	0.1928233844
1278	0.1928000899
1279	0.1927658498
1280	0.1927423254
1281	0.1927227845
1282	0.1927072683
1283	0.1926818774
1284	0.1926559395
1285	0.1926292093
1286	0.1926072579
1287	0.1925859695
1288	0.1925569295
1289	0.1925417354
1290	0.1925214806
1291	0.1924895272
1292	0.1924695603
1293	0.1924477627
1294	0.192421885
1295	0.1923958854
1296	0.192367165
1297	0.1923443923
1298	0.1923250632
1299	0.1923052733
1300	0.1922792551
1301	0.1922606743
1302	0.1922366262
1303	0.1922085744
1304	0.1921809491
1305	0.1921560929
1306	0.1921081134
1307	0.1920853605
1308	0.1920597783
1309	0.1920341686
1310	0.1920092398
1311	0.1919687796
1312	0.1919386899
1313	0.1919193325
1314	0.1918935658
1315	0.1918665207
1316	0.1918448886
1317	0.191825497
1318	0.1918032753
1319	0.191774389
1320	0.1917481403
1321	0.1917274902
1322	0.191708379
1323	0.191692939
1324	0.1916723954
1325	0.1916441464
1326	0.1916345559
1327	0.19160077
1328	0.1915797006
1329	0.1915581718
1330	0.1915385893
1331	0.191526828
1332	0.1915071436
1333	0.1914862017
1334	0.191462249
1335	0.1914421857
1336	0.1914298101
1337	0.1914004373
1338	0.1913788731
1339	0.1913579169
1340	0.1913313992
1341	0.1913064501
1342	0.1912696112
1343	0.1912451
1344	0.191230295
1345	0.1912047336
1346	0.1911867535
1347	0.1911729141
1348	0.1911434726
1349	0.1911156976
1350	0.1910890714
1351	0.1910655213
1352	0.1910484926
1353	0.1910298977
1354	0.191013447
1355	0.1909848766
1356	0.1909599918
1357	0.1909401907
1358	0.1909188522
1359	0.1908944173
1360	0.1908702546
1361	0.1908494171
1362	0.1908331284
1363	0.1907713854
1364	0.1907469751
1365	0.1907263695
1366	0.1907038942
1367	0.1906926107
1368	0.1906690276
1369	0.1906458059
1370	0.1906185643
1371	0.1906011368
1372	0.1905836104
1373	0.1905650843
1374	0.1905446644
1375	0.1905295274
1376	0.1905115024
1377	0.1904839241
1378	0.1904630396
1379	0.1904374783
1380	0.1904189437
1381	0.1904011537
1382	0.1903678255
1383	0.1903450273
1384	0.1903165622
1385	0.1902922274
1386	0.190277687
1387	0.1902542479
1388	0.1902288744
1389	0.1902094793
1390	0.1901931293
1391	0.1901801365
1392	0.1901597775
1393	0.1901440926
1394	0.1900882928
1395	0.1900527948
1396	0.1900334068
1397	0.1900010535
1398	0.1899878546
1399	0.1899594005
1400	0.189933042
1401	0.1899020414
1402	0.1898797631
1403	0.189861966
1404	0.1898368198
1405	0.1898154063
1406	0.1897924131
1407	0.1897721153
1408	0.1897541011
1409	0.1897333518
1410	0.1897153315
1411	0.1896908279
1412	0.1896756667
1413	0.1896504172
1414	0.1896350277
1415	0.1896116715
1416	0.1895824918
1417	0.18956067
1418	0.1895416956
1419	0.189520006
1420	0.1895001739
1421	0.1894757385
1422	0.1894616983
1423	0.1894052449
1424	0.1893769793
1425	0.1893597541
1426	0.1893263949
1427	0.1893069497
1428	0.1892845711
1429	0.1892609602
1430	0.1892409517
1431	0.189224621
1432	0.1892125086
1433	0.1891719545
1434	0.1891435818
1435	0.1891251817
1436	0.1890950062
1437	0.1890382721
1438	0.1890191994
1439	0.1889899302
1440	0.1889694228
1441	0.1889436596
1442	0.1889199009
1443	0.1888955665
1444	0.1888753245
1445	0.188845878
1446	0.1888224317
1447	0.1887997311
1448	0.1887697464
1449	0.1887507949
1450	0.1887315917
1451	0.188703405
1452	0.1886862972
1453	0.1886663639
1454	0.1886424736
1455	0.1886220023
1456	0.1886000428
1457	0.1885760637
1458	0.1885534281
1459	0.1885349308
1460	0.1885151713
1461	0.1884905701
1462	0.1884689165
1463	0.1884429551
1464	0.1884142189
1465	0.1883895781
1466	0.1883679395
1467	0.1883405599
1468	0.1883205855
1469	0.188296431
1470	0.1882579243
1471	0.1882413606
1472	0.1882205418
1473	0.1882060331
1474	0.1881878188
1475	0.1881655457
1476	0.1881493446
1477	0.1881239398
1478	0.1881157948
1479	0.1880942009
1480	0.1880795642
1481	0.1880570019
1482	0.1880304307
1483	0.1880052008
1484	0.187985505
1485	0.1879535694
1486	0.1879261657
1487	0.1878993887
1488	0.1878748893
1489	0.1878515717
1490	0.1878270744
1491	0.1878103679
1492	0.1877932538
1493	0.187769817
1494	0.1877477759
1495	0.1877251078
1496	0.1877176843
1497	0.187698333
1498	0.1876705267
1499	0.1876364093
1500	0.1876147396
1501	0.1875911815
1502	0.1875705008
1503	0.1875498923
1504	0.1875283031
1505	0.1875056159
1506	0.1874896773
1507	0.1874756188
1508	0.1874553837
1509	0.1874364303
1510	0.1874103229
