iter	Logloss
1511	0.187338789
1512	0.1873204819
1513	0.1873045374
1514	0.1872925168
1515	0.1872746607
1516	0.1872500917
1517	0.1872314133
1518	0.1872021073
1519	0.1871781694
1520	0.1871428881
1521	0.1871219246
1522	0.1870968154
1523	0.1870746777
1524	0.1870501158
1525	0.1870300816
1526	0.1870026324
1527	0.1869764209
1528	0.186953838
1529	0.1868924537
1530	0.1868746137
1531	0.1868529126
1532	0.1868271126
1533	0.1868084923
1534	0.186792812
1535	0.186775835
1536	0.1867556856
1537	0.1867376288
1538	0.186712637
1539	0.1866890283
1540	0.1866660911
1541	0.1866432223
1542	0.186635286
1543	0.1866132495
1544	0.1865901407
1545	0.1865728035
1546	0.1865555492
1547	0.1865293746
1548	0.1865049664
1549	0.1864880299
1550	0.1864682219
1551	0.1864461066
1552	0.1864299343
1553	0.1864099602
1554	0.1863812566
1555	0.1863574079
1556	0.1863393004
1557	0.186319471
1558	0.1863022706
1559	0.1862834074
1560	0.1862576808
1561	0.1862350883
1562	0.1862202593
1563	0.1862006964
1564	0.1861786091
1565	0.1861459938
1566	0.1861196004
1567	0.1861032531
1568	0.1860832696
1569	0.1860543519
1570	0.18603293
1571	0.1860096312
1572	0.1859928068
1573	0.1859767208
1574	0.1859574686
1575	0.1859405707
1576	0.1859180183
1577	0.1858941623
1578	0.1858704161
1579	0.1858540019
1580	0.1858385091
1581	0.1858099672
1582	0.1857970466
1583	0.1857820906
1584	0.1857684752
1585	0.185741466
1586	0.185725728
1587	0.1857088497
1588	0.1856836358
1589	0.1856442996
1590	0.1856275363
1591	0.185605764
1592	0.1855861209
1593	0.1855646112
1594	0.1855485333
1595	0.1855318307
1596	0.1855062556
1597	0.185481967
1598	0.1854616203
1599	0.1854470775
1600	0.1854296928
1601	0.1854089702
1602	0.1853868686
1603	0.1853669885
1604	0.1853538099
1605	0.1853403767
1606	0.185323396
1607	0.18529886
1608	0.185270418
1609	0.1852478084
1610	0.185231211
1611	0.1852122573
1612	0.1851934926
1613	0.185170023
1614	0.1851388238
1615	0.1851105697
1616	0.1850901954
1617	0.1850777713
1618	0.1850623007
1619	0.1850431012
1620	0.1850284798
1621	0.1850083817
1622	0.1849898876
1623	0.1849693977
1624	0.18494612
1625	0.1849235977
1626	0.1849053552
1627	0.1848927511
1628	0.1848769495
1629	0.1848495206
1630	0.1848261055
1631	0.184803196
1632	0.1847790414
1633	0.1847558765
1634	0.1847437286
1635	0.1847301477
1636	0.184711986
1637	0.1847018914
1638	0.1846848315
1639	0.1846544256
1640	0.1846288867
1641	0.1846066096
1642	0.1845856616
1643	0.1845503184
1644	0.1845319559
1645	0.1845122688
1646	0.1844898221
1647	0.1844740457
1648	0.1844562616
1649	0.1844315311
1650	0.1844157917
1651	0.1843989381
1652	0.1843840029
1653	0.184364001
1654	0.1843390554
1655	0.1843173723
1656	0.1843056463
1657	0.1842852485
1658	0.1842568777
1659	0.1842405362
1660	0.1842208054
1661	0.1841987087
1662	0.1841656698
1663	0.1841487323
1664	0.1841259138
1665	0.1841079011
1666	0.1840811824
1667	0.1840531266
1668	0.1840383311
1669	0.184021172
1670	0.1839996558
1671	0.1839880746
1672	0.1839723548
1673	0.1839387629
1674	0.183921229
1675	0.1839005083
1676	0.1838751121
1677	0.1838550739
1678	0.1838389117
1679	0.1838217843
1680	0.1838053432
1681	0.1837874631
1682	0.1837672358
1683	0.1837521807
1684	0.1837366442
1685	0.1836909398
1686	0.183669942
1687	0.1836460115
1688	0.183627733
1689	0.1836116704
1690	0.1835919736
1691	0.1835724254
1692	0.1835533077
1693	0.1835343234
1694	0.1835218615
1695	0.1834905652
1696	0.1834716134
1697	0.1834606864
1698	0.1834430404
1699	0.1834236216
1700	0.1834013269
1701	0.1833791496
1702	0.1833685838
1703	0.1833550739
1704	0.1833376272
1705	0.1833171623
1706	0.1832912597
1707	0.1832644485
1708	0.1832426051
1709	0.1832186143
1710	0.1831943863
1711	0.1831807394
1712	0.1831649864
1713	0.1831409926
1714	0.1831214643
1715	0.1831016726
1716	0.1830768211
1717	0.1830594619
1718	0.1830316959
1719	0.183010098
1720	0.1829902319
1721	0.1829668422
1722	0.1829464463
1723	0.1829179372
1724	0.1828988771
1725	0.1828802083
1726	0.1828668601
1727	0.1828179523
1728	0.1828030529
1729	0.182793278
1730	0.1827655637
1731	0.1827382322
1732	0.1827247735
1733	0.1827062733
1734	0.1826866842
1735	0.182672818
1736	0.1826544378
1737	0.1826398498
1738	0.1826227952
1739	0.1825984768
1740	0.1825757595
1741	0.1825544439
1742	0.1825332246
1743	0.182511571
1744	0.1824931822
1745	0.182463671
1746	0.1824432974
1747	0.1824240801
1748	0.182402703
1749	0.1823803208
1750	0.1823516072
1751	0.1823388563
1752	0.1823215667
1753	0.1823031608
1754	0.182291131
1755	0.1822706057
1756	0.1822455894
1757	0.1822182001
1758	0.1821914152
1759	0.1821733509
1760	0.1821570766
1761	0.1821324153
1762	0.1821090497
1763	0.1820917058
1764	0.1820693477
1765	0.1820534835
1766	0.1820274008
1767	0.1819701272
1768	0.1819480026
1769	0.1819201903
1770	0.1819052201
1771	0.1818946999
1772	0.1818710787
1773	0.1818521005
1774	0.1818324088
1775	0.1818160881
1776	0.181799096
1777	0.1817765396
1778	0.1817549768
1779	0.1817373929
1780	0.1817242962
1781	0.1816961573
1782	0.1816771505
1783	0.1816577705
1784	0.1816361769
1785	0.1816138445
1786	0.181590684
1787	0.1815800052
1788	0.1815602659
1789	0.1815385586
1790	0.1815170423
1791	0.1814942442
1792	0.181477647
1793	0.1814547727
1794	0.1814315298
1795	0.1814078323
1796	0.181388211
1797	0.1813716237
1798	0.1813530323
1799	0.1813173554
1800	0.1813032839
1801	0.1812800264
1802	0.1812641442
1803	0.181239619
1804	0.1812247307
1805	0.1812042415
1806	0.1811801949
1807	0.1811581799
1808	0.1811439231
1809	0.1811298533
1810	0.1811025946
1811	0.1810817134
1812	0.1810596654
1813	0.1810385302
1814	0.181023817
1815	0.1810068449
1816	0.1809837213
1817	0.1809676049
1818	0.1809464434
1819	0.1809264742
1820	0.1809065796
1821	0.1808922689
1822	0.1808754296
1823	0.1808630589
1824	0.1808440015
1825	0.1808217194
1826	0.1808097984
1827	0.1807927431
1828	0.1807727618
1829	0.1807504943
1830	0.1807314907
1831	0.1807125629
1832	0.1806896044
1833	0.1806669556
1834	0.1806500005
1835	0.1806337939
1836	0.1805868568
1837	0.1805507029
1838	0.1805320586
1839	0.1805170575
1840	0.1804969686
1841	0.1804793136
1842	0.1804561078
1843	0.180435943
1844	0.1804228278
1845	0.1804019108
1846	0.1803822425
1847	0.1803609059
1848	0.1803360177
1849	0.1802941764
1850	0.1802813299
1851	0.1802673036
1852	0.1802508809
1853	0.1802287967
1854	0.1802126452
1855	0.1801920494
1856	0.1801751748
1857	0.1801583505
1858	0.1801334898
1859	0.1801168625
1860	0.1800977493
1861	0.1800790099
1862	0.1800546359
1863	0.1800304323
1864	0.1800070441
1865	0.1799897841
1866	0.1799718107
1867	0.1799534875
1868	0.1799363495
1869	0.1799215838
1870	0.1798912164
1871	0.1798688401
1872	0.1798569336
1873	0.1798451883
1874	0.1798345287
1875	0.17981456
1876	0.179806228
1877	0.1797866945
1878	0.1797666101
1879	0.1797498575
1880	0.1797339091
1881	0.1797178005
1882	0.1796986469
1883	0.1796800672
1884	0.1796635779
1885	0.1796418052
1886	0.179615442
1887	0.1795894869
1888	0.1795672838
1889	0.1795486315
1890	0.1795255228
1891	0.1795103125
1892	0.1794931202
1893	0.1794707498
1894	0.1794539007
1895	0.1794278735
1896	0.179404029
1897	0.1793819676
1898	0.1793601873
1899	0.179341592
1900	0.1793196862
1901	0.1792988654
1902	0.1792797465
1903	0.1792592076
1904	0.179240752
1905	0.1792206919
1906	0.1792034121
1907	0.1791904921
1908	0.1791707899
1909	0.1791533079
1910	0.1791308738
1911	0.1791190721
1912	0.1790927894
1913	0.1790696444
1914	0.179055149
1915	0.1790396221
1916	0.1790130972
1917	0.1789934585
1918	0.178975038
1919	0.1789506759
1920	0.1789355794
1921	0.1789228233
1922	0.1789057178
1923	0.1788843397
1924	0.1788628379
1925	0.1788355197
1926	0.1788121145
1927	0.1787886894
1928	0.1787664794
1929	0.1787558241
1930	0.1787385552
1931	0.1787207614
1932	0.1787019512
1933	0.1786818823
1934	0.1786601502
1935	0.1786361615
1936	0.1785934034
1937	0.1785758176
1938	0.1785523929
1939	0.1785405859
1940	0.1785210475
1941	0.1785010114
1942	0.1784862667
1943	0.1784572616
1944	0.1784345052
1945	0.1784115488
1946	0.1783965386
1947	0.1783685852
1948	0.1783495276
1949	0.1783263652
1950	0.1782839154
1951	0.1782668134
1952	0.1782455105
1953	0.1782251185
1954	0.1782028187
1955	0.1781853941
1956	0.1781597176
1957	0.1781360638
1958	0.1781219604
1959	0.1780978796
1960	0.1780789263
1961	0.1780579069
1962	0.1780321192
1963	0.1780158054
1964	0.1779950677
1965	0.1779774922
1966	0.1779478384
1967	0.1779311585
1968	0.1779135373
1969	0.1778900857
1970	0.177871061
1971	0.1778571958
1972	0.1778391981
1973	0.1778209601
1974	0.1778091273
1975	0.1777939083
1976	0.1777742659
1977	0.1777627409
1978	0.1777470526
1979	0.1777224377
1980	0.1777019665
1981	0.1776848573
1982	0.1776702872
1983	0.177649689
1984	0.1776360088
1985	0.1776248008
1986	0.1776137986
1987	0.1775885367
1988	0.1775745707
1989	0.1775638401
1990	0.1775468232
1991	0.1775255471
1992	0.1774978566
1993	0.1774711461
1994	0.1774541913
1995	0.177433663
1996	0.1774110631
1997	0.1773909613
1998	0.1773670411
1999	0.1773469157
